QuestionID,about,acomp,advcl,advmod,after,against,amod,appos,around,as,at,aux,auxpass,before,between,both,but,by,cc,ccomp,cd,conj,cop,csubj,csubjpass,date,dep,det,dobj,dt,duration,during,either,ex,expl,for,from,fw,if,in,individual,infmod,into,iobj,jj,jjr,jjs,location,mark,md,minus,misc,money,mwe,neg,nn,nnp,nnps,nns,npadvmod,nsubj,nsubjpass,num,number,of,on,ordinal,organization,over,parataxis,partmod,pcomp,pdt,per,percent,person,plus,pobj,pos,poss,possessive,preconj,predet,prep,prp$,prp,prt,quantmod,rb,rbr,rcmod,root,rp,set,such,sym,than,that,time,tmod,to,toward,upon,vb,vbd,vbg,vbn,vbp,vbz,wdt,with,within,worth,wp$,wp,wrb,xcomp, lEquations
184,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,0,4,4,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,5,0,0,10,0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0, a*x+b*y=d;1*x+1*y=c
185,0,0,0,2,0,0,8,0,0,0,0,0,2,0,0,0,0,0,2,1,4,1,1,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,6,0,0,9,0,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,2,0, b*x+c*y=d;1*x+1*y=a
186,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,4,1,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,1,0,3,0,3,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,1, x=(c-a)/b
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,2,4,2,3,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,8,5,1,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0, x=(c-a)/(d-b)
188,0,0,1,3,0,0,4,0,0,0,2,1,0,0,0,0,0,0,4,0,3,2,0,0,0,0,1,4,0,4,3,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,8,1,0,5,3,3,0,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,5,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0, x=c/(a+b)
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,1,1,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0, x=(c+b)/a
190,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,3,0,0,0,2,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0, a*x+0*y=b;c*x-1*y=0
191,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,6,2,4,3,1,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,6,2,0,8,0,6,1,4,1,1,0,0,0,0,0,0,0,0,2,0,1,0,3,0,1,0,0,0,3,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,6,0,2,0,0,1,0,0,0,0,0,1,0, a*x+b*y=d;1*x+1*y=c
192,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,2,1,0,1,0,0,0,2,2,0,0,0,1,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0, a*y-1*x=0;1*x+1*y=b
193,0,0,0,1,0,0,2,0,0,0,1,0,2,0,0,0,0,0,4,0,9,2,1,0,0,0,4,4,1,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,1,0,0,2,10,0,0,10,4,0,10,0,2,2,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,5,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0, b*x+c*y=e;1*x+1*y=d
194,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0,5,1,0,0,0,1,5,4,0,6,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,14,0,0,7,0,0,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0, b*x+c*y=d;1*x+1*y=a
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,1,8,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,2,0,3,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0, 1*x-b*y=0;1*x+1*y=a
196,0,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,4,1,1,0,0,0,3,2,0,2,0,0,0,0,0,3,1,0,0,6,0,0,0,0,5,0,0,0,1,0,0,0,6,0,0,5,0,0,10,1,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,2,0, a*x+b*y=d;1*x+1*y=c
197,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,4,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,2,0,0,0,0,0,0,0,8,0,0,5,1,0,10,0,3,0,4,0,3,0,0,0,0,0,0,0,0,2,0,1,0,5,0,0,0,0,0,5,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0, a*x+b*y=d;1*x+1*y=c
198,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0, x=c/(b-a)
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0, x=b/a
200,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,2,4,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0, -1*x+c*y=b;1*x+1*y=a
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, x=b-a
202,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,5,0,0,2,0,3,1,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,4,0,0,0,0,0,2,0,0, a*x+b*y=c;1*x-1*y=d
203,0,0,0,1,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,10,0,0,2,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0, a*x+b*y=c*d;1*x+1*y=c
204,0,0,1,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,8,1,7,4,0,0,0,0,2,6,6,8,6,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,0,1,1,0,0,6,0,0,12,8,0,7,0,4,1,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,2,0,0,3,0,0,1,0,6,0,0,0,0,0,0,1,2, a*x+c*y=e;b*x+d*y=f
205,0,0,0,2,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,5,6,3,0,0,0,0,1,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,9,0,0,12,0,5,2,5,2,1,3,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,1,0,0,0,0,0,0,2,0, b*x+c*y=e;1*x+1*y=d
206,0,0,1,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1,0,0,0,6,0,0,8,2,0,8,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,2,0, a*x+b*y=d;1*x+1*y=c
207,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,4,0,4,2,0,0,0,0,0,2,4,2,0,0,0,0,0,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,16,5,0,6,0,3,0,4,1,2,0,0,0,0,0,0,1,0,0,0,2,0,4,1,1,1,0,0,5,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,1,0, a*x+b*y=d;1*x+1*y=c
208,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,4,0,4,2,1,0,0,2,0,3,0,3,0,0,0,1,1,3,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,0,6,0,0,9,0,0,10,1,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0, a*x+b*y=d;1*x-1*y=c
209,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0, 1*x+1*y=c;1*x-1*y=b
210,0,0,1,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,2,1,2,1,0,0,0,0,2,4,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,1,0,0,0,2,0,0,5,1,0,6,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,3,1,0,1,0,0,0,0,0,0,0,2,2, b*x+c*y=a;1*x+1*y=d
211,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,4,1,1,0,0,0,4,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,9,0,0,9,0,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,5,0,2,0,0,0,0,0,0,0,0,2,0, b*x+c*y=d;1*x+1*y=a
212,0,0,0,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0,5,1,0,0,0,0,1,4,1,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,8,0,0,7,0,1,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2,0, a*x+b*y=d;1*x+1*y=c
213,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,8,4,0,0,0,0,0,5,3,5,0,0,0,0,0,2,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,23,4,0,12,0,3,0,8,6,10,0,0,2,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,13,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0, a*x+b*y=c;d*x+e*y=f
214,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2,5,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,5,0,0,2,0,2,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0, -c*x+1*y=d;1*x+1*y=b
215,0,0,0,2,0,0,7,0,0,0,0,0,2,0,0,0,0,0,4,0,4,2,2,0,0,0,1,5,1,5,0,0,0,0,0,2,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,18,0,0,8,0,4,2,4,1,2,0,0,0,0,0,3,0,0,2,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,2,0, a*x+b*y=d;1*x+1*y=c
216,0,0,0,2,0,0,7,0,0,0,0,5,2,0,0,0,0,0,6,1,7,3,0,0,0,0,0,15,6,15,0,0,0,1,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,37,0,0,4,0,6,2,2,7,2,0,0,0,0,0,0,1,0,0,10,0,0,5,0,0,0,0,0,6,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,4,0,1,3,0,3,3,1,6,0,2,0,0,0,0,2,2, b*x+c*y=a*b;1*x+1*y=a
217,0,0,0,2,1,0,8,0,0,0,0,2,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,1,6,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0,6,1,0,8,0,5,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,4,1,4,0,0,1,0,0,5,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,4,0,1,0,0,0,0,1,1, 1*x+1*y=a;-1*x+1*y=b
218,0,0,0,1,0,0,4,0,0,0,0,1,2,0,0,0,0,0,2,1,6,2,0,0,0,0,1,2,3,4,0,0,0,0,0,0,1,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,6,0,0,6,0,3,2,4,3,3,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,3,0,0,2,1,3,2,0,0,0,0,0,1,1, b*x+c*y=d*e;1*x+1*y=d
219,0,0,0,2,0,1,2,0,0,0,0,2,0,0,0,0,0,0,2,0,6,1,0,0,0,0,2,8,4,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,5,6,0,4,0,6,6,3,0,0,5,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,2,0, c*x+d*y=a;1*x+1*y=b
220,0,0,0,2,0,0,6,0,0,0,0,0,3,0,0,0,0,0,2,0,6,1,0,0,0,0,2,4,1,4,2,0,0,0,0,1,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,7,0,0,7,0,1,3,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,2,0, d*x+e*y=b;1*x+1*y=a
221,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,4,0,4,2,0,0,0,0,1,6,2,5,0,0,0,0,0,1,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,10,3,2,2,0,3,0,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0, x=(c-a)/(b-d)
222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0, x=(c-a)/b
223,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,6,0,9,1,9,0,0,0,0,0,3,0,0,0,6,0,0,0,0,6,1,0,0,1,0,0,0,4,0,0,10,0,0,2,1,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,5,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0, 1*x+1*y=b;1*x-1*y=a
224,0,0,1,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,6,2,1,0,0,0,3,5,2,5,2,0,0,0,0,0,1,0,0,8,0,0,0,0,4,0,0,0,1,0,0,0,4,0,0,17,2,0,3,0,4,0,6,0,2,0,0,0,0,0,0,0,0,2,8,2,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,2,0, b*x+c*y=d;1*x+1*y=a
225,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,1,0,0,0,1,6,1,6,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,8,0,0,5,1,3,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0, a*x+b*y=c;1*x-1*y=d
226,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1,2,1,3,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0, 1*x+1*y=b;1*x-1*y=a
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0, x=b/(a-c)
228,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,3,1,1,0,0,0,0,5,4,5,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,6,0,0,6,0,0,5,0,4,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,3,1,0,0,0,2,0,0,0,0,0,0,1,2, x=(a+c)/b
229,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4,0,4,2,0,0,0,0,1,4,3,4,0,0,0,1,1,1,1,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,6,0,0,10,0,0,8,1,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0, a*x+b*y=d;1*x+1*y=c
230,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,3,0,4,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0, x=(c-b)/a
231,0,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,2,7,1,0,1,0,0,0,3,2,4,0,0,0,0,0,3,0,0,0,12,0,0,0,0,2,0,0,0,1,0,0,0,12,0,0,11,0,0,7,0,6,0,6,1,3,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,11,0,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,4,3,0,0,0,0,0,0,2,1, b*x+c*y=d*e;1*x+1*y=d
232,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,4,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,6,0,0,3,1,3,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0, x=a-b
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0, x=(c+b)/a
234,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,1,0,0,0,0,8,3,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,7,0,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0, b*x-c*y=0;1*x+1*y=a
235,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,3,0,0,0,3,9,3,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,6,2,0,0,0,0,0,2,12,6,0,1,0,8,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,5,0,2,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,3,0,0,0,0,1,0,0, 1*x-a*y=0;1*x+1*y=b
236,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,4,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,5,0,0,5,0,3,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0, a*x+b*y=c;d*x+e*y=f
